phase	events	planner_invalid_rate	planner_rewrite_rate	executor_format_bad_rate	executor_action_bad_rate
healthy_1_50	1455	0.1429553264604811	0.1429553264604811	0.0013745704467353953	0.01168384879725086
stable_51_80	347	0.08645533141210375	0.08645533141210375	0.0	0.04899135446685879
warning_81_89	144	0.4444444444444444	0.4444444444444444	0.006944444444444444	0.09027777777777778
onset_90_93	113	0.3805309734513274	0.3805309734513274	0.05309734513274336	0.1415929203539823
collapse_94_100	144	0.6736111111111112	0.6736111111111112	0.5763888888888888	0.625
